Airplane;Date;Dep-Code;Departure;Way;Des-Code;Dep-Time;Arr-Time;Day;Duration;Price;PriceEx;Date-of-bought;Stop
THY;1.08.2022;NOP;Sinop;IST SAW;TZX;11:00;19:40;Aynı Gün;8s 40d;1.179;41;18.02.2022;25
THY;1.08.2022;NOP;Sinop;IST;NAV;11:00;14:30;Aynı Gün;3s 30d;1.156;40;18.02.2022;2
THY;1.08.2022;NOP;Sinop;IST;NAV;11:00;20:00;Aynı Gün;9s;1.156;40;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;IST;AYT;09:25;14:30;Aynı Gün;5s 5d;1.159;81;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;IST;AYT;15:55;02:30;Sonraki gün;10s 35d;1.159;81;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;IST;GZT;09:25;17:15;Aynı Gün;7s 50d;1.159;81;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;IST;DLM;09:25;17:30;Aynı Gün;8s 5d;1.159;81;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;IST;DLM;15:55;10:05;Sonraki gün;18s 10d;1.159;81;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;Direkt;IST;09:25;11:45;Aynı Gün;2s 20d;606;99;18.02.2022;1
THY;4.06.2022;IGD;Iğdır;IST;KYA;09:25;19:50;Aynı Gün;10s 25d;1.159;81;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;IST;ADB;09:25;14:05;Aynı Gün;4s 40d;1.159;81;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;IST SAW;ADB;09:25;18:20;Aynı Gün;8s 55d;1.182;82;18.02.2022;25
THY;4.06.2022;IGD;Iğdır;IST;ADB;15:55;02:35;Sonraki gün;10s 40d;1.159;81;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;IST SAW;TZX;09:25;19:40;Aynı Gün;10s 15d;1.182;82;18.02.2022;25
THY;4.06.2022;IGD;Iğdır;IST;NAV;09:25;14:30;Aynı Gün;5s 5d;1.159;81;18.02.2022;2
THY;4.06.2022;IGD;Iğdır;IST SAW;NAV;09:25;18:50;Aynı Gün;9s 25d;1.182;82;18.02.2022;25
THY;4.07.2022;IGD;Iğdır;IST;AYT;15:55;21:25;Aynı Gün;5s 30d;1.159;81;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;IST SAW;AYT;15:55;01:05;Sonraki gün;9s 10d;1.182;82;18.02.2022;25
THY;4.07.2022;IGD;Iğdır;IST;GZT;15:55;02:20;Sonraki gün;10s 25d;1.159;81;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;IST;DLM;09:25;15:10;Aynı Gün;5s 45d;1.159;81;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;ESB;DLM;14:55;18:45;Aynı Gün;3s 50d;1.066;83;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;ESB;SAW;14:55;19:10;Aynı Gün;4s 15d;1.066;83;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;IST;KYA;09:25;19:50;Aynı Gün;10s 25d;1.159;81;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;IST;KYA;15:55;07:40;Sonraki gün;15s 45d;1.159;81;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;IST;ADB;09:25;14:05;Aynı Gün;4s 40d;1.159;81;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;ESB;TZX;14:55;21:10;Aynı Gün;6s 15d;1.066;83;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;IST;TZX;15:55;03:25;Sonraki gün;11s 30d;1.159;81;18.02.2022;2
THY;4.07.2022;IGD;Iğdır;IST;NAV;09:25;14:30;Aynı Gün;5s 5d;1.159;81;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;IST;AYT;09:25;14:30;Aynı Gün;5s 5d;1.159;81;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;IST;AYT;15:55;00:20;Sonraki gün;8s 25d;1.159;81;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;IST;GZT;15:55;02:20;Sonraki gün;10s 25d;1.159;8;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;IST;DLM;15:55;02:30;Sonraki gün;10s 35d;1.159;81;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;ESB;IST;14:10;00:05;Sonraki gün;9s 55d;1.157;82;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;IST;KYA;09:25;19:50;Aynı Gün;10s 25d;1.159;81;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;IST;KYA;15:55;07:40;Sonraki gün;15s 45d;1.159;81;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;IST;ADB;09:25;14:05;Aynı Gün;4s 40d;1.159;81;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;ESB;ADB;14:10;21:20;Aynı Gün;7s 10d;1.066;83;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;IST;TZX;09:25;15:30;Aynı Gün;6s 5d;1.159;81;18.02.2022;2
THY;4.08.2022;IGD;Iğdır;IST;NAV;15:55;07:55;Sonraki gün;16s;1.159;81;18.02.2022;2
THY;10.06.2022;SXZ;Siirt;ESB-SAW;AYT;11:15;16:50;Aynı Gün;5s 35d;1.101;42;18.02.2022;3
THY;10.06.2022;SXZ;Siirt;ESB-IST;AYT;11:15;21:25;Aynı Gün;10s 10d;1.194;40;18.02.2022;3
THY;10.06.2022;SXZ;Siirt;ESB;GZT;11:15;01:05;Sonraki gün;13s 50d;1.063;42;18.02.2022;2
THY;10.06.2022;SXZ;Siirt;ESB;DLM;11:15;22:05;Aynı Gün;10s 50d;1.063;42;18.02.2022;2
THY;10.06.2022;SXZ;Siirt;ESB;IST;11:15;16:00;Aynı Gün;4s 45d;1.154;41;18.02.2022;2
THY;10.06.2022;SXZ;Siirt;ESB;IST;11:15;19:00;Aynı Gün;7s 45d;1.154;41;18.02.2022;2
THY;10.06.2022;SXZ;Siirt;ESB-SAW;KYA;11:15;19:35;Aynı Gün;8s 20d;1.101;42;18.02.2022;3
THY;10.06.2022;SXZ;Siirt;ESB-IST;KYA;11:15;23:15;Aynı Gün;12s;1.194;40;18.02.2022;3
THY;10.06.2022;SXZ;Siirt;ESB;ADB;11:15;21:15;Aynı Gün;10s;1.063;42;18.02.2022;2
THY;10.06.2022;SXZ;Siirt;ESB;ADB;11:15;22:45;Aynı Gün;11s 30d;1.063;42;18.02.2022;2
THY;10.06.2022;SXZ;Siirt;ESB;TZX;11:15;21:15;Aynı Gün;10s;1.063;42;18.02.2022;2
THY;10.06.2022;SXZ;Siirt;ESB-IST;NAV;11:15;20:00;Aynı Gün;8s 45d;1.194;40;18.02.2022;3
THY;10.06.2022;SXZ;Siirt;ESB-IST;NAV;11:15;07:55;Sonraki gün;20s 40d;1.194;40;18.02.2022;3
THY;11.07.2022;SXZ;Siirt;ESB;AYT;11:15;21:20;Aynı Gün;10s 5d;1.063;42;18.02.2022;2
THY;11.07.2022;SXZ;Siirt;IST SAW;AYT;11:40;21:45;Aynı Gün;10s 5d;1.179;41;18.02.2022;25
THY;11.07.2022;SXZ;Siirt;ESB;GZT;11:15;21:20;Aynı Gün;10s 5d;1.063;42;18.02.2022;2
THY;11.07.2022;SXZ;Siirt;IST SAW;GZT;11:40;23:35;Aynı Gün;11s 55d;1.179;41;18.02.2022;25
THY;11.07.2022;SXZ;Siirt;ESB;DLM;11:15;21:20;Aynı Gün;10s 5d;1.063;42;18.02.2022;2
THY;11.07.2022;SXZ;Siirt;IST SAW;DLM;11:40;20:35;Aynı Gün;8s 55d;1.179;41;18.02.2022;25
THY;11.07.2022;SXZ;Siirt;ESB;SAW;11:15;15:25;Aynı Gün;4s 10d;1.063;42;18.02.2022;2
THY;11.07.2022;SXZ;Siirt;IST SAW;KYA;11:40;19:55;Aynı Gün;8s 15d;1.179;41;18.02.2022;25
THY;11.07.2022;SXZ;Siirt;IST;ADB;11:40;19:05;Aynı Gün;7s 25d;1.156;40;18.02.2022;2
THY;11.07.2022;SXZ;Siirt;IST;TZX;11:40;17:35;Aynı Gün;5s 55d;1.156;40;18.02.2022;2
THY;11.07.2022;SXZ;Siirt;ESB-IST;NAV;11:15;07:55;Sonraki gün;20s 40d;1.194;40;18.02.2022;3
THY;11.08.2022;SXZ;Siirt;IST;AYT;11:40;16:55;Aynı Gün;5s 15d;1.156;40;18.02.2022;2
THY;11.08.2022;SXZ;Siirt;IST;GZT;11:40;19:10;Aynı Gün;7s 30d;1.156;40;18.02.2022;2
THY;11.08.2022;SXZ;Siirt;IST;DLM;11:40;19:55;Aynı Gün;8s 15d;1.156;40;18.02.2022;2
THY;11.08.2022;SXZ;Siirt;Direkt;IST;11:40;13:45;Aynı Gün;2s 5d;606;99;18.02.2022;1
THY;11.08.2022;SXZ;Siirt;IST SAW;KYA;11:40;20:05;Aynı Gün;8s 25d;1.179;41;18.02.2022;25
THY;11.08.2022;SXZ;Siirt;IST;ADB;11:40;17:05;Aynı Gün;5s 25d;1.156;40;18.02.2022;2
THY;11.08.2022;SXZ;Siirt;IST;TZX;11:40;19:05;Aynı Gün;7s 25d;1.156;40;18.02.2022;2
THY;11.08.2022;SXZ;Siirt;IST;NAV;11:40;20:00;Aynı Gün;8s 20d;1.156;40;18.02.2022;2
THY;5.06.2022;MZH;Amasya;IST;AYT;19:00;22:40;Aynı Gün;3s 40d;1.156;40;18.02.2022;2
THY;5.06.2022;MZH;Amasya;IST;GZT;19:00;22:40;Aynı Gün;3s 40d;1.156;40;18.02.2022;2
THY;5.06.2022;MZH;Amasya;IST;DLM;19:00;02:30;Sonraki gün;7s 30d;756;40;18.02.2022;2
THY;5.06.2022;MZH;Amasya;Direkt;IST;19:00;20:20;Aynı Gün;1s 20d;410;49;18.02.2022;1
THY;5.06.2022;MZH;Amasya;IST;KYA;19:00;23:15;Aynı Gün;4s 15d;1.156;40;18.02.2022;2
THY;5.06.2022;MZH;Amasya;IST;ADB;19:00;23:05;Aynı Gün;4s 5d;756;40;18.02.2022;2
THY;5.06.2022;MZH;Amasya;IST;TZX;19:00;00:35;Sonraki gün;5s 35d;996;40;18.02.2022;2
THY;5.06.2022;MZH;Amasya;IST;NAV;19:00;07:55;Sonraki gün;12s 55d;936;40;18.02.2022;2
THY;5.07.2022;MZH;Amasya;IST;GZT;19:00;22:40;Aynı Gün;3s 40d;1.156;40;18.02.2022;2
THY;5.07.2022;MZH;Amasya;IST;DLM;19:00;23:05;Aynı Gün;4s 5d;1.156;40;18.02.2022;2
THY;5.07.2022;MZH;Amasya;Direkt;IST;19:00;20:20;Aynı Gün;1s 20d;470;49;18.02.2022;1
THY;5.07.2022;MZH;Amasya;IST;KYA;19:00;23:15;Aynı Gün;4s 15d;1.156;40;18.02.2022;2
THY;5.07.2022;MZH;Amasya;IST;ADB;19:00;23:05;Aynı Gün;4s 5d;876;40;18.02.2022;2
THY;5.07.2022;MZH;Amasya;IST;TZX;19:00;00:35;Sonraki gün;5s 35d;1.156;40;18.02.2022;2
THY;5.07.2022;MZH;Amasya;IST;NAV;19:00;07:55;Sonraki gün;12s 55d;1.156;40;18.02.2022;2
THY;5.07.2022;MZH;Amasya;IST;AYT;19:00;22:40;Aynı Gün;3s 40d;1.156;40;18.02.2022;2
THY;5.08.2022;MZH;Amasya;IST;AYT;11:05;14:30;Aynı Gün;3s 25d;996;40;18.02.2022;2
THY;5.08.2022;MZH;Amasya;IST;GZT;11:05;17:15;Aynı Gün;6s 10d;876;40;18.02.2022;2
THY;5.08.2022;MZH;Amasya;IST;DLM;11:05;15:10;Aynı Gün;4s 5d;1.156;40;18.02.2022;2
THY;5.08.2022;MZH;Amasya;Direkt;IST;11:05;12:25;Aynı Gün;1s 20d;470;49;18.02.2022;1
THY;5.08.2022;MZH;Amasya;IST SAW;KYA;11:05;19:35;Aynı Gün;8s 30d;1.179;41;18.02.2022;25
THY;5.08.2022;MZH;Amasya;IST;ADB;11:05;15:05;Aynı Gün;4s;1.156;40;18.02.2022;2
THY;5.08.2022;MZH;Amasya;IST;TZX;11:05;15:30;Aynı Gün;4s 25d;1.076;40;18.02.2022;2
THY;5.08.2022;MZH;Amasya;IST;NAV;11:05;14:30;Aynı Gün;3s 25d;1.156;40;18.02.2022;2
PEGASUS;1.06.2022;ESB;ESB;Direkt Uçuş;AYT;06:00;07:10;None;Bekleme Yok;431.;99;17.02.2022;1
PEGASUS;1.06.2022;ESB;ESB;Istanbul-S.Gökçen Aktarmalı;AYT;09:10;12:55;None;1 saat 25 dakika bekleme;751.;98;17.02.2022;2
PEGASUS;1.06.2022;ESB;ESB;Istanbul-S.Gökçen Aktarmalı;GZT;13:15;21:35;None;5 saat 35 dakika bekleme;861.;98;17.02.2022;2
PEGASUS;1.06.2022;ESB;ESB;Istanbul-S.Gökçen Aktarmalı;DLM;05:40;09:10;None;1 saat 10 dakika bekleme;761.;98;17.02.2022;2
PEGASUS;1.06.2022;ESB;ESB;Direkt Uçuş;SAW;07:05;08:10;None;Bekleme Yok;391.;99;17.02.2022;1
PEGASUS;1.06.2022;ESB;ESB;Direkt Uçuş;SAW;12:05;13:10;None;Bekleme Yok;391.;99;17.02.2022;1
PEGASUS;1.06.2022;ESB;ESB;Direkt Uçuş;SAW;21:55;23:00;None;Bekleme Yok;391.;99;17.02.2022;1
PEGASUS;1.06.2022;ESB;ESB;Direkt Uçuş;ADB;07:40;08:55;None;Bekleme Yok;421.;99;17.02.2022;1
PEGASUS;1.06.2022;ESB;ESB;Direkt Uçuş;ADB;11:40;12:55;None;Bekleme Yok;421.;99;17.02.2022;1
PEGASUS;1.06.2022;ESB;ESB;Direkt Uçuş;ADB;21:45;23:00;None;Bekleme Yok;421.;99;17.02.2022;1
PEGASUS;1.06.2022;ESB;ESB;Istanbul-S.Gökçen Aktarmalı;TZX;05:40;09:35;None;1 saat 10 dakika bekleme;921.;98;17.02.2022;2
PEGASUS;5.06.2022;ADA;ADA;Direkt Uçuş;AYT;06:00;07:05;None;Bekleme Yok;329.;99;17.02.2022;1
PEGASUS;5.06.2022;ADA;ADA;Direkt Uçuş;AYT;21:15;22:20;None;Bekleme Yok;329.;99;17.02.2022;1
PEGASUS;5.06.2022;ADA;ADA;Istanbul-S.Gökçen Aktarmalı;DLM;05:40;11:15;None;2 saat 50 dakika bekleme;849.;98;17.02.2022;2
PEGASUS;5.06.2022;ADA;ADA;Istanbul-S.Gökçen Aktarmalı;DLM;12:35;20:00;None;4 saat 40 dakika bekleme;769.;98;17.02.2022;2
PEGASUS;5.06.2022;ADA;ADA;Direkt Uçuş;SAW;05:40;07:10;None;Bekleme Yok;429.;99;17.02.2022;1
PEGASUS;5.06.2022;ADA;ADA;Direkt Uçuş;SAW;08:15;09:45;None;Bekleme Yok;429.;99;17.02.2022;1
PEGASUS;5.06.2022;ADA;ADA;Direkt Uçuş;SAW;20:45;22:15;None;Bekleme Yok;449.;99;17.02.2022;1
PEGASUS;5.06.2022;ADA;ADA;Istanbul-S.Gökçen Aktarmalı;ADB;05:40;09:20;None;1 saat bekleme;789.;98;17.02.2022;2
PEGASUS;5.06.2022;ADA;ADA;Direkt Uçuş;ADB;08:00;09:30;None;Bekleme Yok;359.;99;17.02.2022;1
PEGASUS;5.06.2022;ADA;ADA;Istanbul-S.Gökçen Aktarmalı;ADB;17:00;22:40;None;3 saat bekleme;809.;98;17.02.2022;2
PEGASUS;5.06.2022;ADA;ADA;Istanbul-S.Gökçen Aktarmalı;TZX;05:40;11:10;None;2 saat 20 dakika bekleme;949.;98;17.02.2022;2
PEGASUS;5.06.2022;ADA;ADA;Direkt Uçuş;TZX;13:00;14:20;None;Bekleme Yok;489.;99;17.02.2022;1
PEGASUS;7.06.2022;GNY;GNY;Istanbul-S.Gökçen Aktarmalı;AYT;19:50;01:30;None;2 saat 35 dakika bekleme;829.;98;17.02.2022;2
PEGASUS;7.06.2022;GNY;GNY;Istanbul-S.Gökçen Aktarmalı;DLM;19:50;01:25;None;2 saat 30 dakika bekleme;819.;98;17.02.2022;2
PEGASUS;7.06.2022;GNY;GNY;Istanbul-S.Gökçen Aktarmalı;ADB;19:50;00:55;None;2 saat 5 dakika bekleme;839.;98;17.02.2022;2
PEGASUS;7.06.2022;GNY;GNY;Istanbul-S.Gökçen Aktarmalı;TZX;19:50;01:15;None;1 saat 55 dakika bekleme;999.;98;17.02.2022;2
PEGASUS;10.06.2022;GNY;GNY;Istanbul-S.Gökçen Aktarmalı;KYA;21:25;01:45;None;1 saat 20 dakika bekleme;839.;98;17.02.2022;2
PEGASUS;10.06.2022;KSY;KSY;Istanbul-S.Gökçen Aktarmalı;AYT;21:55;07:05;None;5 saat 45 dakika bekleme;949.;98;17.02.2022;2
PEGASUS;8.06.2022;KSY;KSY;Istanbul-S.Gökçen Aktarmalı;DLM;12:20;20:00;None;4 saat 15 dakika bekleme;939.;98;17.02.2022;2
PEGASUS;8.06.2022;KSY;KSY;Direkt Uçuş;SAW;12:20;14:30;None;Bekleme Yok;599.;99;17.02.2022;1
PEGASUS;8.06.2022;KSY;KSY;Istanbul-S.Gökçen Aktarmalı;KYA;12:20;20:10;None;4 saat 30 dakika bekleme;959.;98;17.02.2022;2
PEGASUS;8.06.2022;KSY;KSY;Istanbul-S.Gökçen Aktarmalı;ADB;12:20;19:25;None;3 saat 45 dakika bekleme;959.;98;17.02.2022;2
PEGASUS;8.06.2022;KSY;KSY;Istanbul-S.Gökçen Aktarmalı;TZX;12:20;20:15;None;4 saat 5 dakika bekleme;1.099.;98;17.02.2022;2
PEGASUS;11.06.2022;GZP;GZP;Direkt Uçuş;SAW;09:15;10:35;None;Bekleme Yok;389.;99;17.02.2022;1
PEGASUS;11.06.2022;GZP;GZP;Istanbul-S.Gökçen Aktarmalı;ADB;09:15;14:10;None;2 saat 25 dakika bekleme;749.;98;17.02.2022;2
PEGASUS;11.06.2022;GZP;GZP;Istanbul-S.Gökçen Aktarmalı;TZX;09:15;16:20;None;4 saat 5 dakika bekleme;929.;98;17.02.2022;2
PEGASUS;13.06.2022;DIY;DIY;Istanbul-S.Gökçen Aktarmalı;AYT;20:50;01:30;None;1 saat 25 dakika bekleme;969.;98;17.02.2022;2
PEGASUS;13.06.2022;DIY;DIY;Istanbul-S.Gökçen Aktarmalı;DLM;09:30;17:45;None;5 saat bekleme;909.;98;17.02.2022;2
PEGASUS;13.06.2022;DIY;DIY;Direkt Uçuş;SAW;09:30;11:30;None;Bekleme Yok;569.;98;17.02.2022;1
PEGASUS;13.06.2022;DIY;DIY;Direkt Uçuş;SAW;20:50;22:50;None;Bekleme Yok;569.;98;17.02.2022;1
PEGASUS;12.06.2022;DIY;DIY;Istanbul-S.Gökçen Aktarmalı;KYA;20:50;01:45;None;1 saat 45 dakika bekleme;959.;98;17.02.2022;2
PEGASUS;12.06.2022;DIY;DIY;Direkt Uçuş;ADB;00:15;02:25;None;Bekleme Yok;469.;99;17.02.2022;1
PEGASUS;13.06.2022;DIY;DIY;Istanbul-S.Gökçen Aktarmalı;TZX;09:30;16:20;None;3 saat 10 dakika bekleme;1.089.;98;17.02.2022;2
PEGASUS;15.06.2022;HTY;HTY;Istanbul-S.Gökçen Aktarmalı;AYT;09:00;16:35;None;4 saat 40 dakika bekleme;819.;98;17.02.2022;2
PEGASUS;15.06.2022;HTY;HTY;Istanbul-S.Gökçen Aktarmalı;DLM;09:00;17:45;None;5 saat 50 dakika bekleme;809.;98;17.02.2022;2
PEGASUS;15.06.2022;HTY;HTY;Direkt Uçuş;SAW;09:00;10:40;None;Bekleme Yok;469.;99;17.02.2022;1
PEGASUS;15.06.2022;HTY;HTY;Direkt Uçuş;SAW;21:00;22:40;None;Bekleme Yok;529.;99;17.02.2022;1
PEGASUS;17.06.2022;HTY;HTY;Istanbul-S.Gökçen Aktarmalı;KYA;21:00;01:45;None;1 saat 55 dakika bekleme;859.;98;17.02.2022;2
PEGASUS;15.06.2022;HTY;HTY;Istanbul-S.Gökçen Aktarmalı;ADB;09:00;16:10;None;4 saat 20 dakika bekleme;829.;98;17.02.2022;2
PEGASUS;15.06.2022;HTY;HTY;Istanbul-S.Gökçen Aktarmalı;TZX;09:00;16:20;None;4 saat bekleme;989.;98;17.02.2022;2
PEGASUS;19.06.2022;ASR;ASR;Istanbul-S.Gökçen Aktarmalı;AYT;06:00;11:15;None;2 saat 35 dakika bekleme;989.;98;17.02.2022;2
PEGASUS;19.06.2022;ASR;ASR;Istanbul-S.Gökçen Aktarmalı;DLM;06:00;11:15;None;2 saat 35 dakika bekleme;819.;98;17.02.2022;2
PEGASUS;19.06.2022;ASR;ASR;Direkt Uçuş;SAW;06:00;07:25;None;Bekleme Yok;419.;99;17.02.2022;1
PEGASUS;19.06.2022;ASR;ASR;Direkt Uçuş;SAW;07:45;09:10;None;Bekleme Yok;419.;99;17.02.2022;1
PEGASUS;19.06.2022;ASR;ASR;Direkt Uçuş;SAW;09:25;10:50;None;Bekleme Yok;419.;99;17.02.2022;1
PEGASUS;19.06.2022;ASR;ASR;Direkt Uçuş;SAW;22:50;00:15;None;Bekleme Yok;599.;99;17.02.2022;1
PEGASUS;19.06.2022;ASR;ASR;Istanbul-S.Gökçen Aktarmalı;ADB;06:00;10:40;None;2 saat 5 dakika bekleme;779.;98;17.02.2022;2
PEGASUS;19.06.2022;ASR;ASR;Istanbul-S.Gökçen Aktarmalı;TZX;06:00;11:10;None;2 saat 5 dakika bekleme;939.;98;17.02.2022;2
PEGASUS;21.06.2022;SZF;SZF;Istanbul-S.Gökçen Aktarmalı;AYT;05:40;11:15;None;2 saat 55 dakika bekleme;859.;98;17.02.2022;2
PEGASUS;21.06.2022;SZF;SZF;Istanbul-S.Gökçen Aktarmalı;GZT;22:40;07:25;None;5 saat 40 dakika bekleme;889.;98;17.02.2022;2
PEGASUS;21.06.2022;SZF;SZF;Istanbul-S.Gökçen Aktarmalı;DLM;05:40;11:15;None;2 saat 55 dakika bekleme;819.;98;17.02.2022;2
PEGASUS;21.06.2022;SZF;SZF;Direkt Uçuş;SAW;05:40;07:05;None;Bekleme Yok;429.;99;17.02.2022;1
PEGASUS;24.06.2022;SZF;SZF;Istanbul-S.Gökçen Aktarmalı;KYA;17:55;22:10;None;1 saat 40 dakika bekleme;789.;98;17.02.2022;2
PEGASUS;21.06.2022;SZF;SZF;Istanbul-S.Gökçen Aktarmalı;ADB;05:40;09:20;None;1 saat 5 dakika bekleme;789.;98;17.02.2022;2
PEGASUS;23.06.2022;EDO;EDO;Istanbul-S.Gökçen Aktarmalı;AYT;08:10;12:55;None;2 saat 35 dakika bekleme;649.;98;17.02.2022;2
PEGASUS;25.06.2022;EDO;EDO;Istanbul-S.Gökçen Aktarmalı;GZT;22:50;07:25;None;6 saat bekleme;739.;98;17.02.2022;2
PEGASUS;23.06.2022;EDO;EDO;Istanbul-S.Gökçen Aktarmalı;DLM;22:05;01:25;None;1 saat 10 dakika bekleme;639.;98;17.02.2022;2
PEGASUS;23.06.2022;EDO;EDO;Direkt Uçuş;SAW;08:10;09:05;None;Bekleme Yok;279.;99;17.02.2022;1
PEGASUS;24.06.2022;EDO;EDO;Istanbul-S.Gökçen Aktarmalı;KYA;22:40;01:45;None;1 saat bekleme;639.;98;17.02.2022;2
PEGASUS;23.06.2022;EDO;EDO;Istanbul-S.Gökçen Aktarmalı;TZX;08:10;16:20;None;5 saat 35 dakika bekleme;799.;98;17.02.2022;2
PEGASUS;27.06.2022;VAN;VAN;Istanbul-S.Gökçen Aktarmalı;AYT;10:15;18:35;None;4 saat 50 dakika bekleme;949.;98;17.02.2022;2
PEGASUS;27.06.2022;VAN;VAN;Istanbul-S.Gökçen Aktarmalı;DLM;10:15;17:45;None;4 saat bekleme;939.;98;17.02.2022;2
PEGASUS;27.06.2022;VAN;VAN;Direkt Uçuş;SAW;10:15;12:30;None;Bekleme Yok;599.;99;17.02.2022;1
PEGASUS;27.06.2022;VAN;VAN;Direkt Uçuş;SAW;20:15;22:30;None;Bekleme Yok;599.;99;17.02.2022;1
PEGASUS;24.06.2022;VAN;VAN;Istanbul-S.Gökçen Aktarmalı;KYA;20:15;01:45;None;2 saat 5 dakika bekleme;959.;98;17.02.2022;2
PEGASUS;27.06.2022;VAN;VAN;Istanbul-S.Gökçen Aktarmalı;ADB;10:15;16:10;None;2 saat 30 dakika bekleme;959.;98;17.02.2022;2
PEGASUS;27.06.2022;VAN;VAN;Istanbul-S.Gökçen Aktarmalı;TZX;10:15;16:20;None;2 saat 10 dakika bekleme;1.119.;98;17.02.2022;2
PEGASUS;29.06.2022;ERC;ERC;Istanbul-S.Gökçen Aktarmalı;AYT;09:10;16:35;None;4 saat 25 dakika bekleme;819.;98;17.02.2022;2
PEGASUS;29.06.2022;ERC;ERC;Istanbul-S.Gökçen Aktarmalı;DLM;09:10;17:45;None;5 saat 35 dakika bekleme;809.;98;17.02.2022;2
PEGASUS;29.06.2022;ERC;ERC;Direkt Uçuş;SAW;09:10;10:55;None;Bekleme Yok;469.;99;17.02.2022;1
PEGASUS;29.06.2022;ERC;ERC;Istanbul-S.Gökçen Aktarmalı;ADB;09:10;16:10;None;4 saat 5 dakika bekleme;829.;98;17.02.2022;2
PEGASUS;2.07.2022;MSR;MSR;Istanbul-S.Gökçen Aktarmalı;AYT;09:00;16:35;None;4 saat 15 dakika bekleme;939.;98;17.02.2022;2
PEGASUS;2.07.2022;MSR;MSR;Istanbul-S.Gökçen Aktarmalı;DLM;09:00;17:45;None;5 saat 25 dakika bekleme;1.069.;98;17.02.2022;2
PEGASUS;2.07.2022;MSR;MSR;Direkt Uçuş;SAW;09:00;11:05;None;Bekleme Yok;569.;99;17.02.2022;1
PEGASUS;2.07.2022;MSR;MSR;Istanbul-S.Gökçen Aktarmalı;ADB;09:00;14:10;None;1 saat 55 dakika bekleme;949.;98;17.02.2022;2
PEGASUS;2.07.2022;MSR;MSR;Istanbul-S.Gökçen Aktarmalı;TZX;09:00;16:20;None;3 saat 35 dakika bekleme;1.109.;98;17.02.2022;2
